ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
466313,Female,Yes,58,Yes,Artist,1,Low,1
466315,Female,Yes,69,Yes,Engineer,1,Low,1
466317,Male,Yes,37,Yes,Entertainment,4,Low,1
466318,Female,No,30,No,Healthcare,0,Low,3
466319,Female,,25,No,Healthcare,0,Low,4
466320,Female,No,39,Yes,Engineer,8,Low,2
466321,Male,Yes,43,Yes,Entertainment,3,Low,2
466324,Female,No,32,No,Engineer,0,Low,1
466326,Male,No,23,No,Healthcare,0,Low,5
466335,Female,No,30,No,Healthcare,1,Low,3
466337,Female,Yes,41,No,Engineer,1,Low,2
466341,Male,Yes,49,Yes,Artist,1,Average,2
466347,Male,Yes,66,No,Executive,6,Low,3
466352,Female,Yes,67,Yes,Doctor,1,Low,2
466355,Male,No,30,Yes,Healthcare,0,Low,2
466367,Female,No,39,Yes,Doctor,6,Low,1
466370,Female,,52,Yes,Artist,0,Low,4
466372,Female,Yes,57,Yes,Artist,0,Average,5
466373,Male,Yes,63,Yes,Executive,1,High,1
466376,Female,Yes,52,No,Homemaker,4,High,3
466377,Male,Yes,61,Yes,,8,Average,2
466380,Male,Yes,35,Yes,Entertainment,7,Low,2
466381,Male,Yes,52,Yes,Artist,4,Average,2
466382,Female,Yes,45,Yes,Engineer,2,High,2
466387,Male,Yes,37,Yes,Entertainment,8,Average,2
466389,Female,Yes,45,Yes,Engineer,1,Average,2
466391,Female,Yes,55,Yes,Engineer,0,Average,
466392,Female,Yes,49,Yes,Engineer,4,Average,
466393,Female,Yes,42,No,Entertainment,1,Low,6
466395,Female,Yes,39,Yes,Doctor,3,High,2
466397,Male,No,18,No,Healthcare,0,Low,3
466400,Male,Yes,43,No,Artist,1,Average,3
466401,Male,Yes,50,No,Executive,1,Average,4
466402,Male,Yes,37,Yes,Artist,1,Average,4
466404,Female,No,37,Yes,Engineer,1,Low,1
466406,Male,Yes,63,Yes,Entertainment,0,Low,3
466408,Male,Yes,83,Yes,Lawyer,1,Low,2
466411,Male,Yes,55,Yes,Artist,1,Average,3
466414,Male,Yes,71,Yes,Artist,1,Low,3
466418,Male,Yes,87,No,Lawyer,1,Low,1
466419,Female,Yes,49,Yes,Entertainment,2,Average,5
466422,Male,Yes,27,No,Doctor,0,Low,4
466427,Female,Yes,25,No,Marketing,1,Low,4
466429,Male,Yes,42,No,Healthcare,0,Low,2
466443,Female,Yes,66,Yes,Artist,4,Low,2
466450,Female,No,32,Yes,Healthcare,1,Low,1
466455,Female,Yes,32,Yes,Doctor,4,Low,2
466456,Female,Yes,37,No,Doctor,8,Low,1
466457,Female,Yes,62,,Lawyer,9,Low,5
466463,Female,No,33,Yes,Healthcare,3,Low,4
466464,Female,Yes,45,Yes,Homemaker,2,Average,2
466466,Female,,18,No,Healthcare,5,Low,5
466467,Female,Yes,37,Yes,Artist,0,Average,3
466468,Male,No,30,Yes,Doctor,4,Low,4
466474,Male,No,31,Yes,Entertainment,5,Low,3
466478,Female,Yes,48,Yes,Artist,0,Average,4
466483,Male,No,31,Yes,Healthcare,,Low,1
466486,Female,Yes,36,Yes,Doctor,8,Low,2
466488,Male,Yes,61,Yes,Entertainment,0,Average,6
466490,Female,Yes,83,No,Lawyer,0,High,2
466493,Male,Yes,77,No,Lawyer,1,High,2
466500,Female,Yes,46,Yes,Artist,3,High,3
466501,Male,Yes,48,Yes,Engineer,0,Average,3
466502,Male,No,19,No,Healthcare,0,Low,5
466516,Male,No,21,No,Healthcare,1,Low,3
466517,Female,No,40,No,Engineer,,Low,1
466526,Male,No,27,No,Healthcare,0,Low,5
466527,Female,Yes,49,No,Marketing,0,Low,1
466530,Male,No,19,No,Healthcare,1,Low,4
466533,Female,No,53,Yes,Entertainment,1,Low,1
466535,Male,No,29,Yes,Artist,8,Low,1
466536,Male,No,23,No,Healthcare,3,Low,4
466538,Male,Yes,84,Yes,Lawyer,1,High,2
466541,Male,No,38,Yes,Entertainment,0,Low,4
466543,Male,No,26,Yes,Doctor,11,Low,2
466545,Female,No,19,No,Healthcare,1,Low,4
466550,Female,,22,No,Healthcare,1,Low,4
466552,Male,Yes,20,No,Entertainment,0,Low,2
466553,Male,Yes,36,Yes,Healthcare,0,Low,3
466556,Male,No,18,No,Healthcare,1,Low,3
466562,Female,No,20,No,Healthcare,7,Low,4
466564,Female,No,18,No,Marketing,1,Low,4
466565,Male,Yes,32,No,Artist,7,Average,2
466576,Female,No,18,No,Healthcare,0,Low,4
466586,Male,No,18,No,Healthcare,0,Low,2
466588,Female,No,21,No,Healthcare,8,Low,4
466596,Female,Yes,75,Yes,Artist,1,High,2
466603,Male,Yes,37,Yes,Engineer,0,Average,2
466606,Female,Yes,35,Yes,Engineer,1,Low,3
466613,Male,No,20,No,Healthcare,9,Low,3
466623,Male,Yes,58,,Entertainment,2,Average,4
466628,Male,No,33,No,Healthcare,8,Low,4
466631,Male,Yes,58,Yes,Artist,0,Low,3
466634,Male,No,20,No,Healthcare,1,Low,5
466635,Male,Yes,50,Yes,Artist,4,Average,2
466644,Female,No,51,Yes,Homemaker,0,Low,
466650,Female,No,27,No,Healthcare,8,Low,3
466652,Female,Yes,58,Yes,Doctor,1,Average,2
466655,Male,Yes,62,No,Executive,1,Low,2
466656,Male,Yes,79,Yes,Marketing,0,High,2
466658,Female,No,19,No,Healthcare,1,Low,4
466662,Female,No,33,No,Engineer,0,Low,
466665,Male,Yes,36,Yes,Artist,1,Average,2
466666,Female,Yes,29,Yes,Healthcare,1,Low,2
466671,Female,,28,No,Healthcare,3,Low,3
466686,Female,No,22,No,Healthcare,0,Low,4
466687,Male,No,21,No,Healthcare,1,Low,3
466688,Male,No,22,No,Healthcare,0,Low,3
466689,Male,No,28,Yes,Artist,9,Low,3
466696,Female,Yes,48,Yes,Artist,3,Average,4
466704,Male,Yes,48,Yes,Doctor,3,Average,2
466705,Male,Yes,66,No,Lawyer,0,Low,3
466707,Female,Yes,47,Yes,Homemaker,1,Low,4
466713,Female,Yes,68,Yes,Artist,1,High,4
466718,Male,Yes,73,,Executive,0,High,2
466720,Female,Yes,59,No,Lawyer,0,Low,1
466721,Male,Yes,38,Yes,Doctor,7,Average,2
466725,Female,Yes,76,No,Lawyer,1,High,2
466731,Female,Yes,40,Yes,Engineer,3,Low,2
466732,Female,Yes,49,Yes,Engineer,0,High,2
466733,Female,No,33,No,Homemaker,0,Low,
466735,Male,No,18,No,Healthcare,1,Low,
466746,Female,Yes,69,Yes,Lawyer,0,High,2
466749,Male,No,22,,Healthcare,1,Low,5
466750,Female,No,18,,Healthcare,0,Low,3
466751,Female,No,20,,Healthcare,1,Low,4
466752,Male,Yes,36,Yes,Healthcare,1,Low,1
466753,Female,Yes,67,Yes,Artist,0,Average,2
466754,Female,Yes,37,Yes,Artist,1,Average,3
466759,Female,No,26,No,Healthcare,2,Low,
466760,Male,Yes,51,Yes,Doctor,1,Average,4
466765,Female,Yes,67,Yes,Lawyer,1,Low,2
466769,Female,No,29,Yes,Entertainment,1,Low,4
466775,Female,Yes,76,Yes,Lawyer,0,Low,2
466776,Male,Yes,86,Yes,Lawyer,0,Low,1
466777,Female,Yes,51,Yes,Homemaker,9,Average,2
466778,Male,Yes,35,Yes,Entertainment,1,Low,2
466788,Male,No,30,No,Doctor,3,Low,2
466790,Male,Yes,47,Yes,Doctor,0,Average,2
466791,Male,Yes,81,No,Lawyer,0,Low,1
466792,Female,Yes,85,No,Lawyer,0,Low,1
466795,Male,,60,Yes,Entertainment,,Average,5
466799,Female,No,21,No,Healthcare,2,Low,3
466802,Female,,40,Yes,Engineer,0,Low,1
466804,Female,,35,Yes,Homemaker,4,Low,1
466807,Female,,35,Yes,Healthcare,0,Low,1
466808,Female,No,41,No,Engineer,1,Low,1
466810,Male,No,18,No,Healthcare,0,Low,3
466811,Male,No,22,No,Healthcare,0,Low,
466813,Male,Yes,61,Yes,Artist,0,Low,
466814,Male,No,23,No,Healthcare,0,Low,3
466815,Male,No,31,No,Healthcare,1,Low,5
466816,Male,Yes,82,Yes,Lawyer,0,High,2
466818,Male,Yes,84,No,Executive,1,High,2
466826,Male,Yes,41,Yes,Entertainment,1,Low,2
466832,Female,Yes,66,Yes,Artist,0,Average,2
466833,Male,Yes,57,Yes,Artist,5,Low,2
466846,Male,No,20,No,Healthcare,3,Low,4
466863,Female,No,32,No,Homemaker,14,Low,1
466867,Female,No,29,No,Homemaker,11,Low,1
466871,Male,Yes,36,Yes,Executive,,High,4
466874,Male,Yes,38,Yes,Entertainment,1,Average,3
466884,Female,Yes,43,No,Doctor,1,Low,1
466886,Female,No,42,No,Marketing,1,Low,1
466891,Female,Yes,48,No,Homemaker,8,Low,1
466905,Male,Yes,62,Yes,Artist,0,Low,1
466906,Male,No,63,Yes,Artist,0,Low,2
466908,Male,Yes,60,Yes,Entertainment,1,Low,2
466909,Male,Yes,63,Yes,Artist,1,Low,2
466910,Male,Yes,62,Yes,Entertainment,9,Low,1
466917,Male,Yes,40,No,Executive,4,Low,
466918,Male,Yes,63,Yes,Artist,0,Average,1
466920,Male,No,19,No,Healthcare,6,Low,4
466923,Female,No,21,No,Homemaker,8,Low,1
466926,Male,No,21,No,Healthcare,1,Low,
466927,Male,No,22,No,Engineer,6,Low,5
466936,Male,Yes,60,No,Lawyer,1,High,3
466938,Male,Yes,59,Yes,Artist,8,Low,1
466939,Male,Yes,73,No,Lawyer,1,High,2
466951,Female,Yes,52,Yes,Artist,0,High,3
466954,Female,Yes,66,No,Doctor,9,Average,2
466955,Male,Yes,61,No,Entertainment,1,Low,4
466956,Female,Yes,61,Yes,Artist,1,Low,1
466961,Female,Yes,61,Yes,Artist,2,Average,2
466966,Male,Yes,59,Yes,Entertainment,1,Average,2
466967,Male,Yes,51,Yes,Artist,1,Low,1
466970,Female,Yes,36,Yes,Homemaker,9,Low,2
466971,Male,No,71,Yes,Executive,9,Low,3
466975,Male,Yes,48,Yes,Artist,1,Average,2
466990,Male,Yes,43,Yes,Entertainment,9,Average,2
466996,Female,No,36,Yes,Artist,9,Low,1
466998,Female,Yes,57,No,Artist,,Average,3
466999,Male,No,33,Yes,Healthcare,1,Low,3
467000,Female,No,31,Yes,Artist,1,Low,6
467008,Male,Yes,57,Yes,Artist,1,Average,3
467009,Female,No,33,No,Homemaker,2,Low,4
467022,Male,No,30,Yes,Artist,1,Low,5
467023,Male,Yes,26,No,Doctor,8,Average,2
467025,Female,No,29,No,Engineer,1,Low,3
467044,Female,No,42,Yes,Marketing,0,Low,1
467046,Female,No,30,No,Doctor,0,Low,5
467050,Female,No,18,No,Engineer,1,Low,5
467053,Male,No,18,No,Healthcare,5,Low,4
467058,Male,Yes,80,No,Executive,0,High,2
467060,Male,No,35,No,Engineer,7,Low,2
467063,Male,Yes,45,Yes,Entertainment,1,Average,2
467073,Male,No,42,Yes,Engineer,8,Low,1
467078,Female,Yes,26,No,Healthcare,,High,2
467079,Male,Yes,38,Yes,Artist,1,Low,2
467084,Male,Yes,41,Yes,Artist,1,Average,7
467085,Male,No,45,Yes,Entertainment,1,Low,2
467088,Male,Yes,57,Yes,Artist,1,Low,1
467092,Female,No,33,Yes,Healthcare,5,Low,4
467093,Female,Yes,51,Yes,Artist,8,Average,2
467098,Male,Yes,85,No,Executive,1,Low,2
467099,Female,No,30,No,Entertainment,0,Low,3
467107,Male,Yes,38,Yes,Engineer,1,Average,3
467111,Male,Yes,66,Yes,Artist,1,Low,1
467112,Male,No,40,Yes,Artist,0,Low,2
467113,Male,Yes,83,Yes,Lawyer,,Low,1
467114,Male,Yes,61,Yes,Marketing,1,Average,3
467116,Male,Yes,65,Yes,Executive,1,High,2
467119,Male,Yes,37,No,Marketing,0,High,4
467121,Male,Yes,47,Yes,Doctor,0,Low,
467125,Male,Yes,51,No,Entertainment,1,Average,4
467127,Male,Yes,73,No,Lawyer,,Low,1
467129,Female,,49,No,Marketing,1,Average,3
467132,Female,Yes,73,Yes,Engineer,0,Low,2
467136,Male,Yes,37,No,Entertainment,1,Average,4
467137,Female,Yes,55,Yes,Engineer,0,Low,1
467138,Female,No,32,No,Homemaker,12,Low,1
467139,Female,No,28,Yes,Artist,0,Low,3
467143,Female,No,50,No,Lawyer,0,Low,3
467144,Male,Yes,38,Yes,Entertainment,1,Low,2
467146,Female,No,28,No,Homemaker,8,Low,1
467147,Male,No,46,Yes,Entertainment,1,Low,1
467153,Female,Yes,47,Yes,Artist,0,Low,
467157,Male,Yes,39,Yes,Executive,8,High,6
467158,Female,No,26,No,Healthcare,1,Low,
467159,Female,Yes,37,Yes,Homemaker,9,High,2
467160,Male,Yes,43,No,,1,Average,2
467165,Female,No,27,No,Homemaker,,Low,1
467167,Male,Yes,69,Yes,Artist,1,Average,
467168,Male,Yes,47,Yes,Artist,9,Average,2
467172,Male,No,36,,Artist,9,Low,2
467180,Male,Yes,43,Yes,Healthcare,1,Low,3
467183,Male,Yes,42,Yes,Entertainment,3,Average,4
467185,Male,No,29,Yes,Artist,0,Low,3
467189,Female,Yes,45,Yes,Artist,1,High,4
467193,Male,Yes,88,Yes,Artist,1,Low,2
467201,Female,No,33,Yes,Engineer,,Low,5
467202,Male,Yes,18,No,Doctor,0,Low,4
467208,Female,Yes,41,Yes,Homemaker,,High,2
467212,Female,No,28,Yes,Doctor,1,Low,3
467216,Female,No,30,Yes,Entertainment,0,Low,1
467217,Female,Yes,79,Yes,Lawyer,,High,2
467218,Female,No,27,Yes,Artist,8,Low,1
467223,Female,Yes,53,Yes,Engineer,0,Average,4
467227,Female,No,43,Yes,Artist,14,Low,1
467230,Male,No,19,No,Healthcare,1,Low,4
467232,Male,No,26,No,Entertainment,1,Low,2
467233,Female,No,67,No,Artist,1,Low,2
467235,Female,No,32,Yes,Artist,1,Low,2
467238,Female,No,26,No,Doctor,7,Low,4
467239,Female,No,29,No,Engineer,0,Low,3
467241,Female,No,33,Yes,Artist,9,Low,1
467242,Male,No,22,No,Doctor,0,Low,3
467247,Female,No,27,No,Engineer,0,Low,2
467256,Male,No,30,No,Healthcare,1,Low,4
467260,Male,No,25,No,Doctor,8,Low,4
467263,Female,No,32,No,Marketing,,Low,1
467268,Male,Yes,85,Yes,Lawyer,,Low,1
467275,Male,No,29,Yes,Healthcare,,Low,
467281,Male,Yes,56,Yes,Lawyer,0,Low,4
467283,Male,Yes,52,Yes,Artist,0,Average,3
467288,Female,No,25,No,Healthcare,,Low,5
467296,Female,Yes,65,Yes,Artist,,Average,2
467300,Female,Yes,49,Yes,Artist,1,Low,1
467301,Female,Yes,73,No,Lawyer,1,Low,2
467303,Male,Yes,36,Yes,Doctor,2,Average,2
467309,Female,No,36,Yes,Engineer,4,Low,1
467311,Male,Yes,71,Yes,Lawyer,1,High,3
467312,Female,Yes,55,Yes,Artist,0,Low,2
467313,Male,Yes,35,Yes,Entertainment,1,Average,2
467314,Male,Yes,41,No,Artist,0,Average,2
467317,Male,No,42,Yes,Artist,1,Low,1
467318,Male,Yes,35,Yes,Doctor,,Low,2
467322,Female,Yes,48,Yes,Artist,1,Average,2
467325,Female,Yes,73,Yes,Lawyer,1,High,2
467329,Female,No,40,Yes,Doctor,1,Low,1
467338,Female,No,29,Yes,Healthcare,3,Low,6
467339,Male,,62,Yes,Artist,1,Average,3
467344,Male,Yes,89,Yes,Lawyer,0,Low,2
467345,Male,Yes,86,Yes,Lawyer,0,Low,1
467346,Male,Yes,38,Yes,Artist,0,Average,3
467352,Male,Yes,45,Yes,Executive,0,High,4
467355,Male,No,26,No,Healthcare,0,Low,4
467357,Male,Yes,55,Yes,,1,Low,2
467358,Female,Yes,52,Yes,Artist,1,Average,5
467359,Male,Yes,43,Yes,Artist,5,Average,2
467365,Male,No,35,Yes,Artist,1,Low,1
467367,Male,Yes,73,Yes,Lawyer,1,Low,2
467369,Male,No,41,Yes,Artist,4,Low,3
467373,Male,No,27,Yes,Healthcare,,Low,1
467375,Male,Yes,35,Yes,Entertainment,6,Low,3
467378,Female,Yes,63,Yes,Artist,0,Average,2
467384,Male,No,41,Yes,,,Low,1
467385,Male,No,53,No,Artist,1,Low,
467389,Male,No,42,No,Engineer,0,Low,
467393,Female,Yes,46,Yes,Artist,0,Average,4
467398,Male,Yes,38,No,Entertainment,0,Low,2
467399,Male,Yes,25,Yes,Doctor,1,Low,3
467403,Female,Yes,40,Yes,Artist,7,Average,3
467410,Female,Yes,55,Yes,Lawyer,1,Low,2
467415,Female,No,29,Yes,Healthcare,0,Low,1
467419,Female,Yes,39,Yes,Artist,2,Low,1
467421,Male,Yes,50,No,Doctor,1,Average,3
467422,Female,Yes,61,Yes,Artist,1,Average,2
467423,Male,Yes,56,Yes,Artist,0,Low,1
467434,Male,No,40,Yes,Entertainment,1,Low,3
467437,Female,Yes,86,Yes,Lawyer,0,High,2
467438,Male,No,27,No,Entertainment,5,Low,3
467441,Male,No,35,Yes,Artist,,Low,1
467442,Male,Yes,56,Yes,Artist,,Average,2
467444,Female,Yes,36,Yes,Artist,,Low,2
467445,Male,Yes,32,No,Doctor,9,Low,2
467449,Female,Yes,85,Yes,Lawyer,1,Low,2
467451,Female,Yes,51,Yes,Artist,0,Low,1
467455,Female,No,41,Yes,Artist,8,Low,2
467456,Male,Yes,42,No,Executive,5,High,4
467457,Female,No,30,Yes,Marketing,0,Low,6
467459,Male,Yes,42,Yes,Executive,,High,5
467463,Female,Yes,42,Yes,Artist,9,Average,3
467468,Female,No,25,No,Healthcare,,Low,5
467472,Male,Yes,60,Yes,Executive,4,High,4
467474,Male,No,18,No,Healthcare,2,Low,5
467479,Male,Yes,36,Yes,Executive,0,Average,4
467481,Male,Yes,49,Yes,Artist,0,Average,2
467482,Male,Yes,42,Yes,Executive,1,High,3
467487,Male,Yes,42,No,Artist,1,Average,5
467488,Female,Yes,39,Yes,Entertainment,,Average,2
467492,Female,Yes,62,Yes,Doctor,1,Low,2
467493,Male,Yes,47,Yes,Executive,0,High,4
467499,Male,Yes,39,Yes,Artist,,Low,3
467500,Female,Yes,25,Yes,Artist,3,High,2
467503,Female,No,27,Yes,Artist,1,Low,4
467504,Female,,31,No,Doctor,0,Low,4
467505,Male,Yes,36,Yes,Artist,0,Low,4
467510,Male,Yes,51,Yes,Entertainment,3,Low,3
467511,Male,Yes,63,Yes,Entertainment,,Low,1
467514,Male,No,40,Yes,Artist,,Low,4
467518,Male,No,22,No,Doctor,1,Low,
467532,Male,Yes,52,Yes,Artist,9,Low,1
467533,Male,Yes,89,Yes,Lawyer,4,Low,1
467537,Female,Yes,65,No,Lawyer,,High,3
467539,Male,Yes,48,Yes,Artist,,Average,4
467540,Male,Yes,48,Yes,Healthcare,1,Average,4
467542,Male,No,31,Yes,Healthcare,8,Low,1
467557,Female,Yes,62,Yes,Artist,,Average,2
467559,Male,Yes,58,Yes,Executive,0,Average,4
467565,Male,Yes,60,Yes,Artist,0,Low,3
467569,Male,No,19,No,Healthcare,,Low,4
467570,Male,No,18,No,Healthcare,14,Low,
467576,Male,Yes,48,Yes,Doctor,1,Average,3
467579,Male,No,35,Yes,Doctor,5,Low,1
467580,Male,No,27,Yes,Doctor,,Low,3
467588,Male,Yes,60,Yes,Artist,0,Average,4
467589,Male,No,32,No,Entertainment,0,Low,1
467592,Male,Yes,40,Yes,Entertainment,7,Low,2
467595,Female,No,25,Yes,Healthcare,0,Low,1
467596,Male,Yes,42,No,Artist,1,Low,5
467604,Male,No,26,No,Healthcare,8,Low,8
467608,Male,No,27,Yes,Engineer,6,Low,1
467609,Male,No,42,No,Artist,2,Low,4
467610,Female,Yes,77,Yes,Lawyer,4,Low,1
467612,Male,Yes,70,Yes,Executive,0,Low,
467614,Male,Yes,36,No,Artist,4,Average,2
467620,Male,Yes,57,Yes,Lawyer,6,Low,3
467621,Male,Yes,76,Yes,Lawyer,1,Low,1
467623,Male,Yes,77,Yes,,0,High,2
467629,Male,Yes,52,Yes,Artist,1,Low,1
467635,Female,No,35,Yes,Artist,9,Low,1
467641,Male,Yes,43,Yes,Doctor,9,Average,2
467643,Male,No,43,Yes,Artist,14,Low,1
467654,Female,Yes,62,Yes,Artist,,High,4
467657,Male,No,21,No,Healthcare,0,Low,4
467658,Male,No,23,No,Healthcare,0,Low,4
467659,Male,Yes,65,Yes,Entertainment,0,Average,2
467664,Male,Yes,35,Yes,Executive,4,High,4
467666,Male,Yes,48,Yes,Executive,4,High,3
467667,Male,Yes,33,No,Doctor,9,Low,2
467669,Male,Yes,82,No,Lawyer,1,High,2
467673,Male,Yes,45,No,Executive,1,High,4
467678,Male,No,56,No,Marketing,1,Low,2
467679,Female,Yes,49,Yes,Artist,,Average,4
467683,Male,Yes,30,Yes,Healthcare,8,High,3
467684,Male,No,37,Yes,Healthcare,8,Low,3
467685,Male,Yes,51,No,Marketing,0,High,6
467693,Male,Yes,59,Yes,Entertainment,5,High,5
467694,Male,Yes,56,Yes,Executive,0,High,2
467699,Female,Yes,29,Yes,Doctor,0,Average,2
467705,Male,Yes,31,Yes,Artist,,Low,2
467706,Female,Yes,35,Yes,Artist,,Average,4
467707,Male,Yes,89,Yes,Lawyer,7,High,2
467710,Female,No,38,Yes,Artist,9,Low,4
467715,Male,Yes,45,Yes,Executive,4,High,3
467721,Male,No,37,Yes,Entertainment,0,Low,1
467723,Male,Yes,74,No,Executive,1,Low,7
467726,Male,Yes,82,Yes,Lawyer,0,High,2
467727,Male,Yes,53,Yes,Artist,7,High,4
467728,Female,Yes,43,No,Engineer,0,High,5
467729,Male,Yes,62,Yes,Entertainment,2,Average,6
467733,Male,Yes,56,No,Executive,8,High,3
467734,Male,Yes,88,Yes,Lawyer,3,High,2
467735,Male,No,28,Yes,Doctor,0,Low,2
467737,Female,Yes,51,Yes,Entertainment,5,Average,2
467739,Female,Yes,60,No,Artist,0,Average,4
467740,Male,No,19,No,Healthcare,0,Low,3
467741,Male,No,23,No,Healthcare,1,Low,3
467749,Male,No,20,No,Healthcare,0,Low,9
467763,Female,No,50,Yes,Artist,1,Low,1
467767,Female,No,21,No,Marketing,4,Low,4
467768,Male,Yes,62,Yes,Doctor,0,Average,2
467769,Female,No,36,Yes,Doctor,1,Low,1
467772,Female,No,31,No,Marketing,0,Low,2
467779,Male,Yes,52,Yes,Doctor,4,Average,3
467789,Male,No,20,No,Healthcare,1,Low,5
467798,Female,No,23,No,,,Low,2
467802,Female,Yes,48,Yes,Artist,1,High,5
467803,Female,Yes,40,Yes,Entertainment,6,Average,2
467806,Male,Yes,55,Yes,Artist,1,High,2
467808,Female,Yes,62,Yes,Artist,1,Average,2
467812,Male,No,48,Yes,Artist,0,Low,1
467813,Male,Yes,36,Yes,Entertainment,1,Low,2
467815,Female,Yes,73,Yes,Artist,0,Low,2
467825,Female,No,23,No,Marketing,0,Low,8
467828,Female,Yes,25,Yes,Artist,0,Average,2
467838,Male,Yes,60,Yes,Artist,0,Average,2
467848,Male,No,37,Yes,Artist,14,Low,1
467849,Female,Yes,39,Yes,Doctor,0,Low,1
467852,Female,No,39,Yes,Artist,12,Low,1
467856,Male,Yes,58,Yes,Artist,0,Low,2
467860,Female,No,33,Yes,Entertainment,0,Low,1
467861,Female,No,29,No,Artist,,Low,4
467864,Female,Yes,66,Yes,Lawyer,1,High,2
467865,Female,No,40,Yes,Artist,2,Low,1
467868,Female,Yes,66,Yes,Entertainment,0,High,2
467876,Female,Yes,50,Yes,Artist,9,High,2
467879,Female,Yes,51,Yes,Artist,,High,4
467880,Female,Yes,50,Yes,Artist,0,Average,2
467882,Female,No,39,Yes,Artist,1,Low,1
467883,Female,Yes,46,Yes,Artist,0,Average,2
467888,Male,No,29,No,Doctor,0,Low,4
467891,Female,No,29,Yes,Doctor,0,Low,5
467892,Male,No,23,No,Doctor,1,Low,5
467894,Male,Yes,57,Yes,Artist,1,Average,2
467895,Female,No,31,Yes,Healthcare,1,Low,4
467898,Female,Yes,69,Yes,Artist,1,Low,1
467901,Female,No,28,Yes,Entertainment,0,Low,4
467904,Female,No,31,Yes,Artist,14,Low,1
467905,Male,Yes,37,Yes,Executive,0,High,3
467911,Male,Yes,58,Yes,Healthcare,0,Low,4
467913,Male,Yes,48,Yes,Artist,3,Low,1
467915,Female,No,18,No,Doctor,1,Low,4
467917,Female,No,27,Yes,Healthcare,2,Low,4
467927,Male,No,30,Yes,Doctor,8,Low,6
467929,Female,Yes,36,Yes,Artist,1,Average,2
467930,Male,Yes,45,Yes,Entertainment,4,Average,2
467932,Female,No,26,No,Healthcare,1,Low,4
467933,Female,No,23,No,Healthcare,0,Low,3
467934,Female,No,42,Yes,Artist,0,Low,1
467938,Male,Yes,46,Yes,Entertainment,5,Low,1
467940,Female,No,27,No,Marketing,8,Low,4
467946,Female,Yes,42,Yes,Artist,0,Low,2
467948,Female,No,19,No,Healthcare,0,Low,3
467949,Male,No,21,No,Healthcare,1,Low,4
467950,Female,No,35,Yes,Entertainment,1,Low,2
467954,Male,No,29,No,Healthcare,9,Low,4
467958,Female,No,35,Yes,Doctor,1,Low,1
467960,Female,No,53,Yes,Entertainment,,Low,2
467961,Male,Yes,47,Yes,Executive,1,High,5
467968,Female,No,43,Yes,Healthcare,9,Low,3
